Sample	Antimicrobial	Class	WGS_phenotype	Match	Genetic_background
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	chloramphenicol	amphenicol	No resistance	0	
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	florfenicol	amphenicol	No resistance	0	
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	colistin	polymyxin	No resistance	0	
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	fusidic acid	steroid antibacterial	No resistance	0	
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	mupirocin	pseudomonic acid	No resistance	0	
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	rifampicin	rifamycin	No resistance	0	
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	metronidazole	nitroimidazole	No resistance	0	
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	narasin	ionophores	No resistance	0	
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	salinomycin	ionophores	No resistance	0	
0052a-CMPN001x80_260114_LH00793_B23GCKKLT3	maduramicin	ionophores	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	gentamicin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	tobramycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	streptomycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	amikacin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	isepamicin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	dibekacin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	kanamycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	neomycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	lividomycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	paromomycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ribostamycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	unknown aminoglycoside	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	butiromycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	butirosin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	hygromycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	netilmicin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	apramycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	sisomicin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	arbekacin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	kasugamycin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	astromicin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	fortimicin	aminoglycoside	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	spectinomycin	aminocyclitol	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	fluoroquinolone	quinolone	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ciprofloxacin	quinolone	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	unknown quinolone	quinolone	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	nalidixic acid	quinolone	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	amoxicillin	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	amoxicillin+clavulanic acid	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ampicillin	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ampicillin+clavulanic acid	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	cefepime	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	cefixime	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	cefotaxime	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	cefoxitin	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ceftazidime	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ertapenem	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	imipenem	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	meropenem	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	piperacillin	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	piperacillin+tazobactam	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	unknown beta-lactam	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	aztreonam	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	cefotaxime+clavulanic acid	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	temocillin	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ticarcillin	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ceftazidime+avibactam	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	penicillin	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ceftriaxone	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ticarcillin+clavulanic acid	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	cephalothin	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	piperacillin+clavulanic acid	beta-lactam	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	ceftiofur	under_development	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	sulfamethoxazole	folate pathway antagonist	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	trimethoprim	folate pathway antagonist	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	fosfomycin	fosfomycin	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	vancomycin	glycopeptide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	teicoplanin	glycopeptide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	bleomycin	glycopeptide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	lincomycin	lincosamide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	clindamycin	lincosamide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	dalfopristin	streptogramin a	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	pristinamycin iia	streptogramin a	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	virginiamycin m	streptogramin a	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	quinupristin+dalfopristin	streptogramin a	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	tiamulin	pleuromutilin	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	carbomycin	macrolide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	erythromycin	macrolide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	azithromycin	macrolide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	oleandomycin	macrolide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	spiramycin	macrolide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	tylosin	macrolide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	telithromycin	macrolide	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	tetracycline	tetracycline	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	doxycycline	tetracycline	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	minocycline	tetracycline	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	tigecycline	tetracycline	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	quinupristin	streptogramin b	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	pristinamycin ia	streptogramin b	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	virginiamycin s	streptogramin b	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	linezolid	oxazolidinone	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	chloramphenicol	amphenicol	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	florfenicol	amphenicol	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	colistin	polymyxin	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	fusidic acid	steroid antibacterial	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	mupirocin	pseudomonic acid	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	rifampicin	rifamycin	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	metronidazole	nitroimidazole	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	narasin	ionophores	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	salinomycin	ionophores	No resistance	0	
0059s-CMPN001x81_260114_LH00793_B23GCKKLT3	maduramicin	ionophores	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	gentamicin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	tobramycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	streptomycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	amikacin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	isepamicin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	dibekacin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	kanamycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	neomycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	lividomycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	paromomycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ribostamycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	unknown aminoglycoside	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	butiromycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	butirosin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	hygromycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	netilmicin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	apramycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	sisomicin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	arbekacin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	kasugamycin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	astromicin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	fortimicin	aminoglycoside	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	spectinomycin	aminocyclitol	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	fluoroquinolone	quinolone	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ciprofloxacin	quinolone	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	unknown quinolone	quinolone	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	nalidixic acid	quinolone	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	amoxicillin	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	amoxicillin+clavulanic acid	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ampicillin	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ampicillin+clavulanic acid	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	cefepime	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	cefixime	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	cefotaxime	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	cefoxitin	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ceftazidime	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ertapenem	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	imipenem	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	meropenem	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	piperacillin	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	piperacillin+tazobactam	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	unknown beta-lactam	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	aztreonam	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	cefotaxime+clavulanic acid	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	temocillin	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ticarcillin	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ceftazidime+avibactam	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	penicillin	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ceftriaxone	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ticarcillin+clavulanic acid	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	cephalothin	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	piperacillin+clavulanic acid	beta-lactam	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	ceftiofur	under_development	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	sulfamethoxazole	folate pathway antagonist	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	trimethoprim	folate pathway antagonist	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	fosfomycin	fosfomycin	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	vancomycin	glycopeptide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	teicoplanin	glycopeptide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	bleomycin	glycopeptide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	lincomycin	lincosamide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	clindamycin	lincosamide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	dalfopristin	streptogramin a	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	pristinamycin iia	streptogramin a	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	virginiamycin m	streptogramin a	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	quinupristin+dalfopristin	streptogramin a	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	tiamulin	pleuromutilin	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	carbomycin	macrolide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	erythromycin	macrolide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	azithromycin	macrolide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	oleandomycin	macrolide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	spiramycin	macrolide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	tylosin	macrolide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	telithromycin	macrolide	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	tetracycline	tetracycline	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	doxycycline	tetracycline	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	minocycline	tetracycline	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	tigecycline	tetracycline	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	quinupristin	streptogramin b	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	pristinamycin ia	streptogramin b	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	virginiamycin s	streptogramin b	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	linezolid	oxazolidinone	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	chloramphenicol	amphenicol	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	florfenicol	amphenicol	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	colistin	polymyxin	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	fusidic acid	steroid antibacterial	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	mupirocin	pseudomonic acid	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	rifampicin	rifamycin	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	metronidazole	nitroimidazole	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	narasin	ionophores	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	salinomycin	ionophores	No resistance	0	
0068g-CMPN001x82_260114_LH00793_B23GCKKLT3	maduramicin	ionophores	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	gentamicin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	tobramycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	streptomycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	amikacin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	isepamicin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	dibekacin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	kanamycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	neomycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	lividomycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	paromomycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ribostamycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	unknown aminoglycoside	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	butiromycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	butirosin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	hygromycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	netilmicin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	apramycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	sisomicin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	arbekacin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	kasugamycin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	astromicin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	fortimicin	aminoglycoside	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	spectinomycin	aminocyclitol	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	fluoroquinolone	quinolone	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ciprofloxacin	quinolone	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	unknown quinolone	quinolone	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	nalidixic acid	quinolone	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	amoxicillin	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	amoxicillin+clavulanic acid	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ampicillin	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ampicillin+clavulanic acid	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	cefepime	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	cefixime	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	cefotaxime	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	cefoxitin	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ceftazidime	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ertapenem	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	imipenem	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	meropenem	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	piperacillin	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	piperacillin+tazobactam	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	unknown beta-lactam	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	aztreonam	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	cefotaxime+clavulanic acid	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	temocillin	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ticarcillin	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ceftazidime+avibactam	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	penicillin	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ceftriaxone	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ticarcillin+clavulanic acid	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	cephalothin	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	piperacillin+clavulanic acid	beta-lactam	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	ceftiofur	under_development	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	sulfamethoxazole	folate pathway antagonist	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	trimethoprim	folate pathway antagonist	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	fosfomycin	fosfomycin	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	vancomycin	glycopeptide	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	teicoplanin	glycopeptide	No resistance	0	
0068m-CMPN001x83_260114_LH00793_B23GCKKLT3	bleomycin	glycopeptide	No resistance	0	
